지점,일시,풍속(m/s),풍향(deg),평균파고(m),파주기(sec),파향(deg)
22104,2018-06-20 18:00,3.3,231,0.4,7.1,223
22104,2018-06-20 19:00,3.7,238,0.4,7.1,214
22104,2018-06-20 20:00,3.4,216,0.5,6.4,211
22104,2018-06-20 21:00,3.7,231,0.4,7.1,206
22104,2018-06-20 22:00,4,208,0.4,7.1,223
22104,2018-06-20 23:00,3.5,230,0.4,7.1,208
22104,2018-06-21 0:00,2.5,214,0.4,7.1,201
22104,2018-06-21 1:00,3.2,245,0.4,7.1,159
22104,2018-06-21 2:00,2.1,266,0.4,7.1,167
22104,2018-06-21 3:00,1.3,261,0.5,7.1,165
22104,2018-06-21 4:00,1.3,233,0.5,7.1,193
22104,2018-06-21 5:00,0.3,259,0.7,7.1,207
22104,2018-06-21 6:00,0.6,26,0.6,8,218
22104,2018-06-21 7:00,0.7,89,0.7,8,214
22104,2018-06-21 8:00,1.3,39,1,8,210
22104,2018-06-21 9:00,1.9,314,0.9,9.1,226
22104,2018-06-21 10:00,1.4,61,0.8,9.1,215
22104,2018-06-21 11:00,1.4,206,0.9,9.1,236
22104,2018-06-21 12:00,2.6,208,0.9,8,236
22104,2018-06-21 13:00,2.5,219,1,9.1,232
22104,2018-06-21 14:00,4,213,0.9,8,216
22104,2018-06-21 15:00,4.9,219,0.8,9.1,215
22104,2018-06-21 16:00,5,239,0.8,9.1,208
22104,2018-06-21 17:00,5.8,222,0.7,9.1,219
22104,2018-06-21 18:00,5.1,220,0.7,8,234
22104,2018-06-21 19:00,5.6,225,0.7,8,230
22104,2018-06-21 20:00,4.9,227,0.7,8,224
22104,2018-06-21 21:00,4.8,231,0.7,8,222
22104,2018-06-21 22:00,6.4,221,0.6,8,217
22104,2018-06-21 23:00,4.1,237,0.6,8,208
22104,2018-06-22 0:00,3.9,227,0.7,8,203
22104,2018-06-22 1:00,1.5,198,0.6,8,178
22104,2018-06-22 2:00,2.1,156,0.7,8,178
22104,2018-06-22 3:00,2.2,180,0.6,8,201
22104,2018-06-22 4:00,1.8,309,0.6,8,209
22104,2018-06-22 5:00,1.4,356,0.6,8,231
22104,2018-06-22 6:00,2.3,354,0.6,8,218
22104,2018-06-22 7:00,2.2,19,0.6,8,218
22104,2018-06-22 8:00,1.9,4,0.5,8,217
22104,2018-06-22 9:00,2.5,10,0.5,8,230
22104,2018-06-22 10:00,0.7,34,0.5,6.4,222
22104,2018-06-22 11:00,0.9,80,0.6,8,233
22104,2018-06-22 12:00,1.1,116,0.5,8,237
22104,2018-06-22 13:00,0.2,66,0.6,4,215
22104,2018-06-22 14:00,0.4,299,0.5,8,261
22104,2018-06-22 15:00,1.2,322,0.4,8,259
22104,2018-06-22 16:00,1.2,271,0.5,7.1,228
22104,2018-06-22 17:00,0.7,15,0.5,7.1,233
22104,2018-06-22 18:00,1,101,0.4,7.1,225
22104,2018-06-22 19:00,1.5,99,0.5,8,234
22104,2018-06-22 20:00,1.6,138,0.4,7.1,240
22104,2018-06-22 21:00,1.3,229,0.5,7.1,228
22104,2018-06-22 22:00,1.8,301,0.4,7.1,230
22104,2018-06-22 23:00,0.1,244,0.3,7.1,219
22104,2018-06-23 0:00,1.4,17,0.3,8,188
22104,2018-06-23 1:00,0.8,308,0.4,7.1,183
22104,2018-06-23 2:00,2.9,347,0.3,7.1,195
22104,2018-06-23 3:00,2,355,0.4,7.1,65
22104,2018-06-23 4:00,3,168,0.4,7.1,69
22104,2018-06-23 5:00,1.3,209,0.3,6.4,95
22104,2018-06-23 6:00,2.7,268,0.3,7.1,93
22104,2018-06-23 7:00,4,237,0.3,7.1,104
22104,2018-06-23 8:00,7,236,0.4,7.1,102
22104,2018-06-23 9:00,7.9,230,0.4,7.1,127
22104,2018-06-23 10:00,7.3,238,0.4,7.1,106
22104,2018-06-23 11:00,6.8,257,0.4,7.1,97
22104,2018-06-23 12:00,6.1,250,0.4,7.1,110
22104,2018-06-23 13:00,5.2,236,0.3,7.1,121
22104,2018-06-23 14:00,5.7,228,0.3,7.1,199
22104,2018-06-23 15:00,6.9,240,0.3,3.8,205
22104,2018-06-23 16:00,7.3,240,0.4,3.4,196
22104,2018-06-23 17:00,6,234,0.4,3.4,229
22104,2018-06-23 18:00,5.4,234,0.3,3,223
22104,2018-06-23 19:00,6.4,235,0.4,3.6,206
22104,2018-06-23 20:00,7.2,250,0.4,3.4,237
22104,2018-06-23 21:00,6.5,226,0.5,3.6,250
22104,2018-06-23 22:00,5.8,224,0.4,3.8,254
22104,2018-06-23 23:00,6.6,216,0.4,4,260
22104,2018-06-24 0:00,5.8,218,0.4,4,249
22104,2018-06-24 1:00,6.2,242,0.4,4.3,230
22104,2018-06-24 2:00,4.8,246,0.4,4.6,214
22104,2018-06-24 3:00,3.4,242,0.3,4.3,225
22104,2018-06-24 4:00,2.9,246,0.4,4.3,227
22104,2018-06-24 5:00,4.3,247,0.4,4.6,210
22104,2018-06-24 6:00,2.7,262,0.4,4.6,230
22104,2018-06-24 7:00,1.9,314,0.4,4.6,239
22104,2018-06-24 8:00,1.8,198,0.4,3.4,223
22104,2018-06-24 9:00,2.9,196,0.4,4,238
22104,2018-06-24 10:00,4.2,232,0.4,4.6,237
22104,2018-06-24 11:00,5,230,0.3,4,244
22104,2018-06-24 12:00,6.2,238,0.4,4.3,214
22104,2018-06-24 13:00,7.3,232,0.4,4.9,214
22104,2018-06-24 14:00,6.2,204,0.4,4.6,231
22104,2018-06-24 15:00,8.2,225,0.4,2.8,239
22104,2018-06-24 16:00,8.1,243,0.5,3.6,207
22104,2018-06-24 17:00,7.8,257,0.5,7.1,188
22104,2018-06-24 18:00,6.2,244,0.5,8,187
22104,2018-06-24 19:00,5.5,195,0.5,7.1,190
22104,2018-06-24 20:00,6.8,206,0.5,7.1,212
22104,2018-06-24 21:00,7.5,215,0.6,7.1,218
22104,2018-06-24 22:00,6.9,210,0.5,7.1,225
22104,2018-06-24 23:00,5.6,211,0.6,7.1,215
22104,2018-06-25 0:00,5.3,213,0.5,7.1,216
22104,2018-06-25 1:00,5.9,214,0.5,6.4,210
22104,2018-06-25 2:00,6.6,215,0.5,6.4,191
22104,2018-06-25 3:00,6.6,213,0.5,7.1,194
22104,2018-06-25 4:00,6.3,231,0.6,6.4,200
22104,2018-06-25 5:00,4.5,226,0.5,7.1,197
22104,2018-06-25 6:00,4.3,202,0.6,6.4,221
22104,2018-06-25 7:00,3.7,216,0.5,6.4,232
22104,2018-06-25 8:00,3.7,218,0.5,7.1,230
22104,2018-06-25 9:00,4.1,204,0.5,7.1,252
22104,2018-06-25 10:00,3.8,208,0.5,6.4,245
22104,2018-06-25 11:00,5.3,201,0.5,7.1,214
22104,2018-06-25 12:00,5,211,0.4,6.4,240
22104,2018-06-25 14:00,6.8,215,0.4,7.1,227
22104,2018-06-25 15:00,5.9,214,0.4,7.1,220
22104,2018-06-25 16:00,6.2,213,0.4,6.4,227
22104,2018-06-25 17:00,5.8,207,0.4,7.1,228
22104,2018-06-25 18:00,4.9,223,0.4,7.1,221
22104,2018-06-25 19:00,4.6,210,0.4,6.4,211
22104,2018-06-25 20:00,4.6,218,0.4,6.4,215
22104,2018-06-25 21:00,4.5,239,0.4,6.4,217
22104,2018-06-25 22:00,4.2,228,0.4,6.4,219
22104,2018-06-25 23:00,2.5,204,0.3,5.8,229
22104,2018-06-26 0:00,3.3,218,0.4,6.4,223
22104,2018-06-26 1:00,2.7,216,0.3,5.8,215
22104,2018-06-26 2:00,2.7,220,0.3,6.4,209
22104,2018-06-26 3:00,1.9,143,0.3,5.8,204
22104,2018-06-26 4:00,0.6,152,0.3,6.4,221
22104,2018-06-26 5:00,0.8,165,0.3,5.8,201
22104,2018-06-26 6:00,0.7,280,0.3,5.8,213
22104,2018-06-26 7:00,0.5,140,0.3,5.8,230
22104,2018-06-26 8:00,4.8,189,0.4,5.8,247
22104,2018-06-26 9:00,5.6,200,0.4,5.8,245
22104,2018-06-26 10:00,6.2,192,0.5,5.8,251
22104,2018-06-26 11:00,5.5,197,0.5,2.9,238
22104,2018-06-26 12:00,6.7,201,0.5,3.2,214
22104,2018-06-26 13:00,8.4,207,0.5,5.8,232
22104,2018-06-26 14:00,8,209,0.6,4,220
22104,2018-06-26 15:00,7.8,212,0.7,4.3,219
22104,2018-06-26 16:00,7.8,192,0.8,4.6,209
22104,2018-06-26 17:00,8.6,197,0.9,4.6,224
22104,2018-06-26 18:00,9.9,207,1,4.6,227
22104,2018-06-26 19:00,10.5,212,1,4.9,212
22104,2018-06-26 20:00,10.8,214,1.1,4.9,203
22104,2018-06-26 21:00,11.6,215,1.1,5.3,221
22104,2018-06-26 22:00,12.5,218,1.3,5.8,221
22104,2018-06-26 23:00,11.3,218,1.2,5.3,200
22104,2018-06-27 0:00,11.4,214,1.2,6.4,231
22104,2018-06-27 1:00,10.6,213,1.1,5.3,212
22104,2018-06-27 2:00,10.8,208,1.3,5.8,201
22104,2018-06-27 3:00,11.8,210,1.5,6.4,221
22104,2018-06-27 4:00,11.5,216,1.3,5.8,217
22104,2018-06-27 5:00,10.4,216,1.5,7.1,216
22104,2018-06-27 6:00,11.3,235,1.6,6.4,228
22104,2018-06-27 7:00,10.9,206,1.6,5.8,213
22104,2018-06-27 8:00,12.1,231,1.9,6.4,225
22104,2018-06-27 9:00,13.1,224,2,7.1,224
22104,2018-06-27 10:00,11.4,221,1.8,7.1,224
22104,2018-06-27 11:00,9.9,219,1.6,7.1,228
22104,2018-06-27 12:00,10,212,1.4,6.4,217
22104,2018-06-27 13:00,8.3,221,1.3,7.1,214
22104,2018-06-27 14:00,9.9,220,1.3,8,220
22104,2018-06-27 15:00,6.4,246,1.1,7.1,213
22104,2018-06-27 16:00,8.2,214,1.2,8,226
22104,2018-06-27 17:00,6.5,233,1,8,211
22104,2018-06-27 18:00,7.6,223,1.2,8,218
22104,2018-06-27 19:00,5.9,219,1.1,6.4,200
22104,2018-06-27 20:00,6.6,217,1.3,7.1,225
22104,2018-06-27 21:00,5.2,212,1.1,6.4,231
22104,2018-06-27 22:00,3.1,210,1.1,5.3,229
22104,2018-06-27 23:00,5.4,220,1,7.1,226
22104,2018-06-28 0:00,6.2,218,0.9,7.1,242
22104,2018-06-28 1:00,5.9,221,0.9,6.4,227
22104,2018-06-28 2:00,6.6,224,0.9,6.4,212
22104,2018-06-28 3:00,6.6,221,0.8,7.1,227
22104,2018-06-28 4:00,5.8,267,0.8,6.4,210
22104,2018-06-28 5:00,5.8,230,0.8,4.6,184
22104,2018-06-28 6:00,3.3,203,0.8,7.1,209
22104,2018-06-28 7:00,7.3,211,0.9,6.4,210
22104,2018-06-28 8:00,6.5,19,0.9,5.8,78
22104,2018-06-28 9:00,3,119,1.1,7.1,128
22104,2018-06-28 10:00,7.3,42,1.2,6.4,139
22104,2018-06-28 11:00,4,78,1.4,5.8,262
22104,2018-06-28 12:00,2.3,80,1.2,6.4,230
22104,2018-06-28 13:00,3.3,169,1.3,7.1,244
22104,2018-06-28 14:00,8.4,230,1.3,7.1,214
22104,2018-06-28 15:00,7.2,217,1.2,7.1,211
22104,2018-06-28 16:00,7.1,213,1,7.1,205
22104,2018-06-28 17:00,4.3,216,1,7.1,201
22104,2018-06-28 18:00,3.7,239,1,8,196
22104,2018-06-28 19:00,6.2,248,1.2,7.1,192
22104,2018-06-28 20:00,4.5,207,1,7.1,110
22104,2018-06-28 21:00,4.8,230,1.2,7.1,173
22104,2018-06-28 22:00,6,229,1.1,7.1,206
22104,2018-06-28 23:00,5.2,214,1.1,7.1,218
22104,2018-06-29 0:00,4,200,1,6.4,224
22104,2018-06-29 1:00,2.2,154,0.9,7.1,234
22104,2018-06-29 2:00,4.7,187,0.8,5.8,218
22104,2018-06-29 3:00,3.9,187,0.8,6.4,240
22104,2018-06-29 4:00,3.5,156,0.8,6.4,235
22104,2018-06-29 5:00,2.8,184,0.8,6.4,239
22104,2018-06-29 6:00,2.5,217,0.7,6.4,232
22104,2018-06-29 7:00,2.8,195,0.8,7.1,210
22104,2018-06-29 8:00,7.2,209,1,6.4,217
22104,2018-06-29 9:00,3.9,220,1,6.4,218
22104,2018-06-29 10:00,3.2,230,1,7.1,243
22104,2018-06-29 11:00,4.6,204,0.9,7.1,231
22104,2018-06-29 12:00,3.7,207,0.8,7.1,237
22104,2018-06-29 13:00,2,214,0.8,7.1,230
22104,2018-06-29 14:00,3.9,198,0.9,7.1,225
22104,2018-06-29 15:00,3.6,203,0.8,6.4,222
22104,2018-06-29 16:00,2.2,202,0.8,7.1,223
22104,2018-06-29 17:00,1.9,231,0.8,7.1,147
22104,2018-06-29 18:00,3.2,217,0.8,7.1,119
22104,2018-06-29 19:00,5.6,189,0.7,7.1,348
22104,2018-06-29 20:00,5.6,190,0.6,7.1,243
22104,2018-06-29 21:00,4.4,200,0.6,7.1,241
22104,2018-06-29 22:00,4.7,204,0.6,7.1,234
22104,2018-06-29 23:00,3.8,221,0.8,6.4,236
22104,2018-06-30 0:00,2.9,234,0.7,5.8,235
22104,2018-06-30 1:00,3,215,0.7,6.4,224
22104,2018-06-30 2:00,1.1,281,0.6,5.8,231
22104,2018-06-30 3:00,0.7,181,0.6,5.8,216
22104,2018-06-30 4:00,2.4,168,0.6,6.4,216
22104,2018-06-30 5:00,5.2,196,0.6,6.4,218
22104,2018-06-30 6:00,1.9,282,0.6,6.4,208
22104,2018-06-30 7:00,1.1,330,0.7,6.4,237
22104,2018-06-30 8:00,0.4,171,0.6,5.8,232
22104,2018-06-30 9:00,1.1,46,0.7,6.4,229
22104,2018-06-30 10:00,2.9,314,0.6,6.4,228
22104,2018-06-30 11:00,1.5,222,0.5,5.8,228
22104,2018-06-30 12:00,2.7,96,0.5,5.3,234
22104,2018-06-30 13:00,5.2,97,0.4,4.9,238
22104,2018-06-30 14:00,7.1,75,0.5,6.4,261
22104,2018-06-30 15:00,7.6,336,0.5,3.4,192
22104,2018-06-30 16:00,8,68,0.6,3.4,209
22104,2018-06-30 17:00,7.5,69,0.6,4,284
22104,2018-06-30 18:00,6.4,71,0.5,3.4,215
22104,2018-06-30 19:00,6,76,0.5,8,22
22104,2018-06-30 20:00,7.4,85,0.5,4.9,7
22104,2018-06-30 21:00,4.5,91,0.5,7.1,5
22104,2018-06-30 22:00,6.1,82,0.5,6.4,334
22104,2018-06-30 23:00,6.4,95,0.5,6.4,291
22104,2018-07-01 0:00,5.5,90,0.5,6.4,259
22104,2018-07-01 1:00,3.9,76,0.4,4.3,197
22104,2018-07-01 2:00,4.3,79,0.4,6.4,232
22104,2018-07-01 3:00,5.9,80,0.4,7.1,244
22104,2018-07-01 4:00,8.4,87,0.5,5.8,223
22104,2018-07-01 5:00,7.6,103,0.6,3.6,106
22104,2018-07-01 6:00,8,114,0.5,6.4,232
22104,2018-07-01 7:00,6.9,105,0.6,3.6,97
22104,2018-07-01 8:00,5,116,0.6,5.3,222
22104,2018-07-01 9:00,3.9,125,0.6,4.3,35
22104,2018-07-01 10:00,4.5,155,0.5,4.9,241
22104,2018-07-01 11:00,4.5,164,0.5,4.9,193
22104,2018-07-01 12:00,4.1,156,0.6,5.8,224
22104,2018-07-01 13:00,2.4,173,0.5,4.9,247
22104,2018-07-01 14:00,2,166,0.5,6.4,214
22104,2018-07-01 15:00,2.2,168,0.6,5.8,220
22104,2018-07-01 16:00,1.9,140,0.6,6.4,222
22104,2018-07-01 17:00,0.8,194,0.6,5.3,193
22104,2018-07-01 18:00,0.4,26,0.7,6.4,193
22104,2018-07-01 19:00,1.7,12,0.6,5.8,56
22104,2018-07-01 20:00,2.9,20,0.6,5.8,43
22104,2018-07-01 21:00,2.3,33,0.6,6.4,38
22104,2018-07-01 22:00,3.2,66,0.7,6.4,32
22104,2018-07-01 23:00,3.3,69,0.6,5.8,353
22104,2018-07-02 0:00,3.1,76,0.7,6.4,356
22104,2018-07-02 1:00,2.1,56,0.7,7.1,349
22104,2018-07-02 2:00,1.3,81,0.7,5.3,7
22104,2018-07-02 3:00,1.7,107,0.7,6.4,261
22104,2018-07-02 4:00,4.6,180,0.6,7.1,248
22104,2018-07-02 5:00,5.8,168,0.7,7.1,240
22104,2018-07-02 6:00,5.9,171,0.9,9.1,251
22104,2018-07-02 7:00,5.7,183,0.7,6.4,240
22104,2018-07-02 8:00,4.7,186,0.8,8,239
22104,2018-07-02 9:00,2.2,248,0.8,7.1,226
22104,2018-07-02 10:00,0.1,348,0.8,5.8,242
22104,2018-07-02 11:00,0,327,0.8,4.6,243
22104,2018-07-02 12:00,1.1,70,0.9,10.7,226
22104,2018-07-02 13:00,2,68,0.8,8,227
22104,2018-07-02 14:00,2.2,69,0.7,9.1,229
22104,2018-07-02 15:00,1.9,66,0.7,10.7,229
22104,2018-07-02 16:00,2.4,17,0.7,10.7,248
22104,2018-07-02 17:00,2.1,12,0.6,9.1,45
22104,2018-07-02 18:00,2.2,350,0.6,12.8,351
22104,2018-07-02 19:00,2.7,35,0.6,8,7
22104,2018-07-02 20:00,3.1,67,0.5,10.7,27
22104,2018-07-02 21:00,3.8,73,0.6,10.7,6
22104,2018-07-02 22:00,4.9,77,0.6,10.7,4
22104,2018-07-02 23:00,5.1,48,0.5,9.1,327
22104,2018-07-03 0:00,6.5,60,0.7,10.7,297
22104,2018-07-03 1:00,7.5,58,0.8,10.7,272
22104,2018-07-03 2:00,6.1,74,0.8,10.7,261
22104,2018-07-03 3:00,6.5,79,0.9,10.7,251
22104,2018-07-03 4:00,7.6,110,0.8,9.1,248
22104,2018-07-03 5:00,7.8,102,0.9,9.1,262
22104,2018-07-03 6:00,7.8,83,1,10.7,239
22104,2018-07-03 7:00,9.7,89,1,10.7,299
22104,2018-07-03 8:00,10.7,61,1.2,12.8,5
22104,2018-07-03 9:00,11.9,64,1.4,10.7,8
22104,2018-07-03 10:00,12.8,56,1.7,12.8,10
22104,2018-07-03 11:00,13,70,1.9,12.8,4
22104,2018-07-03 12:00,13.9,58,1.7,12.8,1
22104,2018-07-03 13:00,14.4,58,1.8,12.8,289
22104,2018-07-03 14:00,14.7,58,1.9,5.8,166
22104,2018-07-03 15:00,15.3,57,2.1,6.4,171
22104,2018-07-03 16:00,16.5,59,2.2,7.1,167
22104,2018-07-03 17:00,16.3,62,2.3,7.1,183
22104,2018-07-03 18:00,16.2,70,2.5,8,175
22104,2018-07-03 19:00,17.1,47,2.4,7.1,243
22104,2018-07-03 20:00,17.2,55,2.7,8,257
22104,2018-07-03 21:00,15.5,46,3,8,253
22104,2018-07-03 22:00,14,17,2.7,8,271
22104,2018-07-03 23:00,10,25,2.7,8,337
22104,2018-07-04 0:00,7.9,322,2.1,8,24
22104,2018-07-04 1:00,6.7,258,1.8,8,54
22104,2018-07-04 2:00,7.6,249,1.7,9.1,51
22104,2018-07-04 3:00,8,257,1.4,8,52
22104,2018-07-04 4:00,6.8,242,1.2,8,66
22104,2018-07-04 5:00,6.9,214,1.3,8,59
22104,2018-07-04 6:00,6.3,250,1.2,8,35
22104,2018-07-04 7:00,4.9,228,1.1,8,350
22104,2018-07-04 8:00,4.5,239,1.1,8,329
22104,2018-07-04 9:00,5.4,226,1,7.1,290
22104,2018-07-04 10:00,5.9,214,1.2,7.1,70
22104,2018-07-04 11:00,5.2,184,1,7.1,75
22104,2018-07-04 12:00,5.3,221,1,7.1,79
22104,2018-07-04 13:00,6.7,230,0.9,8,143
22104,2018-07-04 14:00,5.1,225,0.8,5.8,188
22104,2018-07-04 15:00,5.7,214,0.9,5.8,214
22104,2018-07-04 16:00,6.3,206,0.8,8,263
22104,2018-07-04 17:00,6.1,204,0.7,6.4,87
22104,2018-07-04 18:00,5.5,195,0.7,6.4,114
22104,2018-07-04 19:00,4.3,198,0.6,5.8,141
22104,2018-07-04 20:00,5.6,190,0.7,5.8,94
22104,2018-07-04 21:00,5.9,201,0.6,7.1,80
22104,2018-07-04 22:00,5.6,207,0.6,6.4,157
22104,2018-07-04 23:00,5.1,210,0.6,9.1,229
22104,2018-07-05 0:00,2.9,225,0.7,8,208
22104,2018-07-05 1:00,0.9,246,0.7,8,131
22104,2018-07-05 2:00,2.1,225,0.7,8,204
22104,2018-07-05 3:00,1.9,165,0.7,8,212
22104,2018-07-05 4:00,2.3,163,0.7,7.1,213
22104,2018-07-05 5:00,2.2,164,0.6,8,227
22104,2018-07-05 6:00,0.8,117,0.6,8,240
22104,2018-07-05 7:00,2.7,54,0.5,8,295
22104,2018-07-05 8:00,5.6,67,0.6,8,284
22104,2018-07-05 9:00,6,71,0.7,9.1,3
22104,2018-07-05 10:00,6.4,58,0.7,8,314
22104,2018-07-05 11:00,7.3,47,0.6,8,320
22104,2018-07-05 12:00,7.4,50,0.7,7.1,303
22104,2018-07-05 13:00,7,52,0.8,8,277
22104,2018-07-05 14:00,7.1,50,0.8,8,284
22104,2018-07-05 15:00,6.5,60,0.8,8,274
22104,2018-07-05 16:00,7.5,72,0.8,9.1,286
22104,2018-07-05 17:00,8,67,0.8,8,265
22104,2018-07-05 18:00,7.9,61,1,10.7,99
22104,2018-07-05 19:00,8.2,53,1.1,9.1,135
22104,2018-07-05 20:00,8.2,80,1.5,10.7,214
22104,2018-07-05 21:00,8.7,80,1.3,10.7,215
22104,2018-07-05 22:00,9.4,74,1.2,10.7,221
22104,2018-07-05 23:00,10.1,57,1.4,10.7,232
22104,2018-07-06 0:00,10.5,44,1.3,9.1,95
22104,2018-07-06 1:00,10.2,60,1.2,9.1,42
22104,2018-07-06 2:00,10.5,60,1.3,10.7,220
22104,2018-07-06 3:00,11.2,43,1.2,10.7,158
22104,2018-07-06 4:00,11.2,51,1.3,10.7,159
22104,2018-07-06 5:00,12.3,64,1.4,9.1,323
22104,2018-07-06 6:00,11.2,54,1.6,10.7,130
22104,2018-07-06 7:00,10.6,54,1.6,10.7,119
22104,2018-07-06 8:00,10.4,48,1.5,10.7,123
22104,2018-07-06 9:00,9.9,63,1.8,9.1,130
22104,2018-07-06 10:00,10.6,54,1.9,10.7,120
22104,2018-07-06 11:00,8.1,84,2,9.1,209
22104,2018-07-06 12:00,10,68,2,10.7,150
22104,2018-07-06 13:00,10.9,51,1.8,9.1,149
22104,2018-07-06 14:00,10.3,58,1.6,10.7,223
22104,2018-07-06 15:00,13.3,69,1.7,6.4,231
22104,2018-07-06 16:00,12.9,345,1.7,6.4,154
22104,2018-07-06 17:00,12.7,53,2,10.7,240
22104,2018-07-06 18:00,13.9,37,1.8,7.1,236
22104,2018-07-06 19:00,15,39,1.9,5.8,237
22104,2018-07-06 20:00,15.7,43,1.8,7.1,235
22104,2018-07-06 21:00,14.5,45,2,7.1,235
22104,2018-07-06 22:00,15.3,35,1.9,8,246
22104,2018-07-06 23:00,14,60,2,8,234
22104,2018-07-07 0:00,13.5,55,2.3,8,230
22104,2018-07-07 1:00,13.8,47,2.3,8,230
22104,2018-07-07 2:00,14.1,48,2.5,8,231
22104,2018-07-07 3:00,11.6,341,2.5,8,181
22104,2018-07-07 4:00,13,53,2.3,8,173
22104,2018-07-07 5:00,13.3,41,2.3,8,153
22104,2018-07-07 6:00,11.9,75,2.4,8,188
22104,2018-07-07 7:00,10,351,2.5,8,195
22104,2018-07-07 8:00,12.7,44,2.2,9.1,232
22104,2018-07-07 9:00,12.7,42,2.2,8,242
22104,2018-07-07 10:00,12.2,61,2.3,8,247
22104,2018-07-07 11:00,12.8,47,2.1,8,253
22104,2018-07-07 12:00,13,47,2.4,8,243
22104,2018-07-07 13:00,11.6,58,2.3,8,234
22104,2018-07-07 14:00,12.7,51,1.9,8,246
22104,2018-07-07 15:00,12.3,62,1.9,8,237
22104,2018-07-07 16:00,14.5,59,1.9,7.1,237
22104,2018-07-07 17:00,13.6,65,1.7,7.1,232
22104,2018-07-07 18:00,14.3,55,2.1,7.1,226
22104,2018-07-07 19:00,13.5,55,1.9,7.1,233
22104,2018-07-07 20:00,13.3,53,2,8,228
22104,2018-07-07 21:00,12.7,53,1.7,9.1,244
22104,2018-07-07 22:00,12.5,55,1.8,7.1,220
22104,2018-07-07 23:00,12.6,62,2.2,8,228
22104,2018-07-08 0:00,12.2,63,1.8,7.1,228
22104,2018-07-08 1:00,12.1,27,1.6,8,229
22104,2018-07-08 2:00,12.3,49,1.6,6.4,245
22104,2018-07-08 3:00,11.4,63,1.6,5.8,241
22104,2018-07-08 4:00,12.2,66,1.5,7.1,235
22104,2018-07-08 5:00,11.4,65,1.5,5.8,242
22104,2018-07-08 6:00,12.4,57,1.3,7.1,241
22104,2018-07-08 7:00,11.3,41,1.4,4.9,230
22104,2018-07-08 8:00,11.2,44,1.5,4.9,227
22104,2018-07-08 9:00,11.4,30,1.5,5.8,235
22104,2018-07-08 10:00,11.2,50,1.5,7.1,238
22104,2018-07-08 11:00,11.5,49,1.5,5.8,237
22104,2018-07-08 12:00,10.7,44,1.5,8,236
22104,2018-07-08 13:00,10.7,65,1.3,5.8,243
22104,2018-07-08 14:00,9.8,53,1.2,5.8,236
22104,2018-07-08 15:00,10.7,54,1.3,6.4,240
22104,2018-07-08 16:00,10.8,56,1.4,4.6,237
22104,2018-07-08 17:00,10.3,53,1.4,5.3,228
22104,2018-07-08 18:00,10.7,76,1.3,5.8,235
22104,2018-07-08 19:00,11.6,41,1.4,5.8,241
22104,2018-07-08 20:00,10.4,69,1.4,5.8,200
22104,2018-07-08 21:00,11.2,64,1.3,5.8,232
22104,2018-07-08 22:00,11.3,61,1.3,5.3,227
22104,2018-07-08 23:00,10.3,65,1.1,6.4,225
22104,2018-07-09 0:00,10,71,1.2,4.9,234
22104,2018-07-09 1:00,10.3,45,1.1,5.3,246
22104,2018-07-09 2:00,10.1,57,1.2,4.9,231
22104,2018-07-09 3:00,9.9,71,1.1,4.6,234
22104,2018-07-09 4:00,9.9,51,0.9,4.9,236
22104,2018-07-09 5:00,9,52,0.8,4,238
22104,2018-07-09 6:00,8.9,73,0.8,4.6,225
22104,2018-07-09 7:00,9.4,56,0.8,4.9,221
22104,2018-07-09 8:00,9.8,74,0.9,5.3,230
22104,2018-07-09 9:00,9.2,80,0.9,4.9,219
22104,2018-07-09 10:00,10.7,67,1,4.9,222
22104,2018-07-09 11:00,11.8,62,1,4.3,210
22104,2018-07-09 12:00,10.1,84,1.1,5.3,211
22104,2018-07-09 13:00,9.7,64,1,4.6,139
22104,2018-07-09 14:00,9,58,1,4,128
22104,2018-07-09 15:00,9.6,74,1,4.6,131
22104,2018-07-09 16:00,10.1,77,1.1,4.9,140
22104,2018-07-09 17:00,9.6,78,0.9,5.3,219
22104,2018-07-09 18:00,10.2,87,1,4.9,212
22104,2018-07-09 19:00,10,79,1,4.9,205
22104,2018-07-09 20:00,9.1,68,1,4.9,228
22104,2018-07-09 21:00,8.9,58,1,5.3,213
22104,2018-07-09 22:00,8.5,57,0.9,4.9,217
22104,2018-07-09 23:00,8.6,56,0.8,4.9,236
22104,2018-07-10 0:00,8.4,60,0.8,4.9,226
22104,2018-07-10 1:00,8.1,59,0.8,4.9,212
22104,2018-07-10 2:00,7.3,57,0.7,4.9,220
22104,2018-07-10 3:00,7.2,65,0.7,4.3,215
22104,2018-07-10 4:00,7.1,54,0.7,4,215
22104,2018-07-10 5:00,7,62,0.7,4.3,221
22104,2018-07-10 6:00,6.6,54,0.7,4.3,224
22104,2018-07-10 7:00,6.4,75,0.6,4.3,224
22104,2018-07-10 8:00,6.8,70,0.6,4.3,229
22104,2018-07-10 9:00,4.8,55,0.6,4.6,226
22104,2018-07-10 10:00,5,50,0.6,4.3,233
22104,2018-07-10 11:00,5.5,44,0.5,4.6,230
22104,2018-07-10 12:00,5.3,39,0.5,4.3,231
22104,2018-07-10 13:00,4.4,55,0.5,4,247
22104,2018-07-10 14:00,4.7,62,0.5,4,229
22104,2018-07-10 15:00,4.4,72,0.4,5.8,229
